1191,RSF,-8.239
1192,PDH,-8.238
1193,FCL,-8.238
1194,KCY,-8.238
1195,HHQ,-8.238
1196,HVQ,-8.238
1197,WVK,-8.238
1198,AWC,-8.236
1199,WDV,-8.236
1200,YML,-8.236
1201,LQI,-8.231
1202,KWH,-8.23
1203,IVH,-8.23
1204,LVI,-8.23
1205,TCY,-8.23
1206,WCT,-8.228
1207,FWN,-8.228
1208,KHP,-8.227
1209,RLW,-8.227
1210,QMI,-8.227
1211,FTN,-8.225
1212,YYD,-8.225
1213,FFT,-8.225
1214,CQM,-8.224
1215,WHQ,-8.223
1216,VHT,-8.223
1217,RSP,-8.223
1218,YLH,-8.223
1219,PKI,-8.222
1220,WRN,-8.222
1221,LTQ,-8.222
1222,PHM,-8.221
1223,IYC,-8.22
1224,TMF,-8.22
1225,FEL,-8.219
1226,YKI,-8.218
1227,IYS,-8.218
1228,AWH,-8.218
1229,RKE,-8.218
1230,FRV,-8.217
1231,TIM,-8.216
1232,FLL,-8.215
1233,SCF,-8.215
1234,WSE,-8.214
1235,MNP,-8.214
1236,QAF,-8.214
1237,FSK,-8.213
1238,YTI,-8.213
1239,YKN,-8.212
1240,ELI,-8.211
1241,CCF,-8.211
1242,HSM,-8.211
1243,LSP,-8.21
1244,DFY,-8.209
1245,YII,-8.208
1246,WAG,-8.208
1247,FNH,-8.207
1248,RSH,-8.207
